,0,1
TRA2A:7:23544547,0.0012308066,0.99876916
UPP1:7:48147957,1.2228225e-37,1.0
ABCA13:7:48319082,8.968875e-23,1.0
COBL:7:51097154,5.8839834e-32,1.0
BCL7B:7:72971930,0.32937074,0.67062926
CLIP2:7:73731907,6.9199075e-07,0.9999993
PCLO:7:82544073,1.0,0.0
ZKSCAN1:7:99632588,0.044833895,0.9551661
ZKSCAN1:7:99632589,0.13412632,0.8658737
CNOT4:7:135099110,0.0355343,0.9644657
ST18:8:53124653,0.016420111,0.9835799
TSPYL5:8:98289688,7e-45,1.0
VPS13B:8:100520087,1.0,1.05432576e-13
TRPS1:8:116632277,0.0012822088,0.9987178
FOXD4L5:9:70177691,1.0,1.6509068e-36
ABHD17B:9:74485028,0.9999869,1.3129606e-05
C9orf3:9:97849070,1.0,0.0
NIPSNAP3B:9:107535300,1.0,1.5584e-41
BMS1:10:43316004,0.016139187,0.9838608
RET:10:43597976,2.4943358e-06,0.9999975
MICU1:10:74283649,0.00055154244,0.9994485
FGFR2:10:123238533,0.0012754408,0.9987246
MRPL23:11:1972239,0.0002343722,0.99976563
DNHD1:11:6561118,0.3488912,0.6511088
NLRP10:11:7982582,0.75968105,0.24031895
NELL1:11:21596666,0.9836582,0.016341815
RAG1:11:36595898,0.00027974526,0.9997203
ACCSL:11:44069816,1.977045e-06,0.99999803
TSPAN18:11:44931309,0.001591873,0.99840814
SLC22A25:11:62997040,0.015262548,0.98473746
ANO1:11:69999183,0.00022593711,0.99977404
USP2:11:119243470,1.767259e-05,0.99998236
SOX5:12:23686727,0.80318683,0.19681315
KRAS:12:25398284,0.019105745,0.98089427
KRT6C:12:52867569,0.019944156,0.98005587
KIF5A:12:57963939,4.2474443e-05,0.9999575
KDM2B:12:121970826,1.0,0.0
B3GNT4:12:122691010,0.00048565745,0.99951434
DCLK1:13:36700166,0.0,1.0
F7:13:113772930,0.9858386,0.014161385
SMAD6:15:67073933,0.019316897,0.9806831
CYP1A2:15:75042673,3.0724236e-06,0.9999969
CRABP1:15:78640277,3.1484007e-05,0.9999685
BNC1:15:83931923,0.010864824,0.98913515
PIGQ:16:633395,0.00038880977,0.9996112
GLYR1:16:4855271,8.432058e-05,0.99991566
GRIN2A:16:10275929,0.011590549,0.98840946
ITGAM:16:31283295,2.9525486e-06,0.999997
BRD7:16:50353020,1.0,1.0562747e-08
B3GNT9:16:67183226,1.0,6.307994e-13
TP53:17:7577141,1.0,0.0
MYO15A:17:18040945,1.0,0.0
NEK8:17:27065217,0.0121759195,0.9878241
SLFN11:17:33690390,6.986036e-05,0.99993014
GHDC:17:40344536,1.0048569e-05,0.9999899
NSF:17:44803928,0.0013330574,0.99866694
COLEC12:18:346800,0.009908961,0.990091
SYT4:18:40849805,1.0,0.0
KDSR:18:60998749,1.0,0.0
DOK6:18:67365643,1.0,0.0
MUC16:19:9067622,0.000282656,0.99971735
COL5A3:19:10116369,5.560609e-06,0.99999446
OR7C2:19:15053010,0.00035471772,0.9996453
PIK3R2:19:18277019,0.009685746,0.99031425
NCAN:19:19337625,8.8448365e-07,0.9999991
ZNF546:19:40521372,0.000105457395,0.99989456
CYP2A13:19:41596384,0.0002970561,0.99970293
TEAD2:19:49852098,0.043732822,0.9562672
ZNF256:19:58452349,6.0929076e-05,0.9999391
GNRH2:20:3025471,1.0,4.1242947e-20
ADAM33:20:3654772,0.99999976,2.3883226e-07
CTSZ:20:57571851,0.99989414,0.000105868756
NCAM2:21:22710771,0.00032712638,0.9996729
TCP10L:21:33954543,0.07398943,0.92601055
"TSPEAR,KRTAP12-2:21:46086715",0.024139589,0.9758604
PCNT:21:47744117,0.00029683896,0.99970317
TRMT2A:22:20102935,0.90810764,0.091892354
PATZ1:22:31723214,0.06430998,0.93569005
PPARA:22:46632464,1.0,0.0
PORCN:X:48372723,1.0,0.0
OTUD6A:X:69282771,1.0,0.0
HTR2C:X:114144095,1.0,0.0
AGTR2:X:115306096,1.0,1e-45
F8:X:154065884,1.0,0.0
